trial_id,relation,subject,target,competitor,prompt,corrupt_subject,corrupt_target,corrupt_prompt
P136_1147,P136,The Constant Gardener,thriller,jazz,The Constant Gardener plays,God Made Me Funky,funk,God Made Me Funky performs
P136_1158,P136,God Made Me Funky,funk,jazz,God Made Me Funky performs,Frank Jakobsen,jazz,What does Frank Jakobsen play? They play
P136_1178,P136,Frank Jakobsen,jazz,opera,What does Frank Jakobsen play? They play,Charlie Banacos,jazz,Charlie Banacos is known for performing
P136_1197,P136,Charlie Banacos,jazz,opera,Charlie Banacos is known for performing,H. P. Lovecraft,fantasy,"H. P. Lovecraft, who plays"
P136_1206,P136,H. P. Lovecraft,fantasy,jazz,"H. P. Lovecraft, who plays",Giuseppe Gazzaniga,opera,The genre played by Giuseppe Gazzaniga is
P136_1225,P136,Giuseppe Gazzaniga,opera,jazz,The genre played by Giuseppe Gazzaniga is,Aziz Nesin,satire,What does Aziz Nesin play? They play
P136_1335,P136,Aziz Nesin,satire,jazz,What does Aziz Nesin play? They play,The Enchanter Reborn,fantasy,The Enchanter Reborn is known for performing
P136_1343,P136,The Enchanter Reborn,fantasy,jazz,The Enchanter Reborn is known for performing,Freddie Keppard,jazz,Freddie Keppard performs
P136_1360,P136,Freddie Keppard,jazz,opera,Freddie Keppard performs,Vecinos,sitcom,What does Vecinos play? They play
P136_1364,P136,Vecinos,sitcom,jazz,What does Vecinos play? They play,Henri Rabaud,opera,Henri Rabaud plays
P136_1372,P136,Henri Rabaud,opera,jazz,Henri Rabaud plays,Source Code,thriller,Source Code plays
P136_1377,P136,Source Code,thriller,jazz,Source Code plays,William Michael Rooke,opera,William Michael Rooke performs
P136_1434,P136,William Michael Rooke,opera,jazz,William Michael Rooke performs,Rosenberg Trio,jazz,The genre played by Rosenberg Trio is
P136_1449,P136,Rosenberg Trio,jazz,opera,The genre played by Rosenberg Trio is,Chaostar,opera,The genre played by Chaostar is
P136_1466,P136,Chaostar,opera,jazz,The genre played by Chaostar is,Enrique Granados,opera,Enrique Granados performs
P136_1567,P136,Enrique Granados,opera,jazz,Enrique Granados performs,Suddenly Susan,sitcom,Suddenly Susan is known for performing
P136_1601,P136,Suddenly Susan,sitcom,jazz,Suddenly Susan is known for performing,Frode Gjerstad,jazz,Frode Gjerstad is known for performing
P136_1641,P136,Frode Gjerstad,jazz,opera,Frode Gjerstad is known for performing,Energy 52,trance,Energy 52 plays
P136_1659,P136,Energy 52,trance,jazz,Energy 52 plays,Alex Skolnick,jazz,What does Alex Skolnick play? They play
P136_1679,P136,Alex Skolnick,jazz,opera,What does Alex Skolnick play? They play,Drew Gress,jazz,Drew Gress is known for performing
P136_1690,P136,Drew Gress,jazz,opera,Drew Gress is known for performing,Antonio Smareglia,opera,Antonio Smareglia performs
P136_1757,P136,Antonio Smareglia,opera,jazz,Antonio Smareglia performs,Benjamin Godard,opera,"Benjamin Godard, who plays"
P136_2035,P136,Benjamin Godard,opera,jazz,"Benjamin Godard, who plays",Snub Mosley,jazz,"Snub Mosley, who plays"
P136_2113,P136,Snub Mosley,jazz,opera,"Snub Mosley, who plays",Dudu Pukwana,jazz,Dudu Pukwana performs
P136_2121,P136,Dudu Pukwana,jazz,opera,Dudu Pukwana performs,Kane O'Hara,opera,Kane O'Hara performs
P136_2156,P136,Kane O'Hara,opera,jazz,Kane O'Hara performs,Arnett Cobb,jazz,Arnett Cobb is known for performing
P136_2203,P136,Arnett Cobb,jazz,opera,Arnett Cobb is known for performing,Hugo Weisgall,opera,The genre played by Hugo Weisgall is
P136_2219,P136,Hugo Weisgall,opera,jazz,The genre played by Hugo Weisgall is,Wadada Leo Smith,jazz,Wadada Leo Smith plays
P136_2230,P136,Wadada Leo Smith,jazz,opera,Wadada Leo Smith plays,Jonathan Coe,satire,Jonathan Coe is known for performing
P136_2272,P136,Jonathan Coe,satire,jazz,Jonathan Coe is known for performing,Bobby Hackett,jazz,Bobby Hackett is known for performing
P136_2283,P136,Bobby Hackett,jazz,opera,Bobby Hackett is known for performing,Dazz Band,funk,What does Dazz Band play? They play
P136_2306,P136,Dazz Band,funk,jazz,What does Dazz Band play? They play,Ettore Panizza,opera,Ettore Panizza plays
P136_2319,P136,Ettore Panizza,opera,jazz,Ettore Panizza plays,Ken Vandermark,jazz,What does Ken Vandermark play? They play
P136_2403,P136,Ken Vandermark,jazz,opera,What does Ken Vandermark play? They play,"Louis Cottrell, Jr.",jazz,"The genre played by Louis Cottrell, Jr. is"
P136_2408,P136,"Louis Cottrell, Jr.",jazz,opera,"The genre played by Louis Cottrell, Jr. is",Herbie Hancock,funk,Herbie Hancock performs
P136_2414,P136,Herbie Hancock,funk,jazz,Herbie Hancock performs,Flying Dutchman Records,jazz,"Flying Dutchman Records, who plays"
P136_2424,P136,Flying Dutchman Records,jazz,opera,"Flying Dutchman Records, who plays",Chess Records,jazz,What does Chess Records play? They play
P136_2431,P136,Chess Records,jazz,opera,What does Chess Records play? They play,Pan Ron,jazz,What does Pan Ron play? They play
P136_2432,P136,Pan Ron,jazz,opera,What does Pan Ron play? They play,Landmark Records,jazz,Landmark Records performs
P136_2437,P136,Landmark Records,jazz,opera,Landmark Records performs,Super8 & Tab,trance,"Super8 & Tab, who plays"
P136_2466,P136,Super8 & Tab,trance,jazz,"Super8 & Tab, who plays",Dhoom 3,thriller,What does Dhoom 3 play? They play
P136_2499,P136,Dhoom 3,thriller,jazz,What does Dhoom 3 play? They play,Embryo Records,jazz,Embryo Records is known for performing
P136_2516,P136,Embryo Records,jazz,opera,Embryo Records is known for performing,"Laurdine ""Pat"" Patrick",jazz,"Laurdine ""Pat"" Patrick plays"
P136_2530,P136,"Laurdine ""Pat"" Patrick",jazz,opera,"Laurdine ""Pat"" Patrick plays",Lee Konitz,jazz,The genre played by Lee Konitz is
P136_2656,P136,Lee Konitz,jazz,opera,The genre played by Lee Konitz is,Pink Martini,jazz,Pink Martini performs
P136_2671,P136,Pink Martini,jazz,opera,Pink Martini performs,Frank Kimbrough,jazz,Frank Kimbrough performs
P136_2687,P136,Frank Kimbrough,jazz,opera,Frank Kimbrough performs,Dicky Wells,jazz,The genre played by Dicky Wells is
P136_2723,P136,Dicky Wells,jazz,opera,The genre played by Dicky Wells is,Healey Willan,opera,Healey Willan performs
P136_2781,P136,Healey Willan,opera,jazz,Healey Willan performs,Aribert Reimann,opera,What does Aribert Reimann play? They play
P136_2786,P136,Aribert Reimann,opera,jazz,What does Aribert Reimann play? They play,Frank Teschemacher,jazz,The genre played by Frank Teschemacher is
P136_2804,P136,Frank Teschemacher,jazz,opera,The genre played by Frank Teschemacher is,Tao Lin,essay,Tao Lin performs
P136_2806,P136,Tao Lin,essay,jazz,Tao Lin performs,Tiny Grimes,jazz,The genre played by Tiny Grimes is
P136_2863,P136,Tiny Grimes,jazz,opera,The genre played by Tiny Grimes is,Leon Haywood,funk,Leon Haywood plays
P136_2873,P136,Leon Haywood,funk,jazz,Leon Haywood plays,Steve Slagle,jazz,What does Steve Slagle play? They play
P136_2909,P136,Steve Slagle,jazz,opera,What does Steve Slagle play? They play,The Bar-Kays,funk,The Bar-Kays is known for performing
P136_2911,P136,The Bar-Kays,funk,jazz,The Bar-Kays is known for performing,Ray Copeland,jazz,Ray Copeland plays
P136_2916,P136,Ray Copeland,jazz,opera,Ray Copeland plays,Deborah Drattell,opera,What does Deborah Drattell play? They play
P136_2946,P136,Deborah Drattell,opera,jazz,What does Deborah Drattell play? They play,Hugh Ragin,jazz,Hugh Ragin performs
P136_2955,P136,Hugh Ragin,jazz,opera,Hugh Ragin performs,Ryō Kawasaki,jazz,Ryō Kawasaki is known for performing
P136_2979,P136,Ryō Kawasaki,jazz,opera,Ryō Kawasaki is known for performing,Wally Fawkes,jazz,Wally Fawkes is known for performing
P136_3031,P136,Wally Fawkes,jazz,opera,Wally Fawkes is known for performing,Don Lusher,jazz,Don Lusher performs
P136_3033,P136,Don Lusher,jazz,opera,Don Lusher performs,Taylor Eigsti,jazz,Taylor Eigsti performs
P136_3088,P136,Taylor Eigsti,jazz,opera,Taylor Eigsti performs,Skye Records,jazz,The genre played by Skye Records is
P136_3096,P136,Skye Records,jazz,opera,The genre played by Skye Records is,Giulio Caccini,opera,The genre played by Giulio Caccini is
P136_3124,P136,Giulio Caccini,opera,jazz,The genre played by Giulio Caccini is,Idina Menzel,orchestra,Idina Menzel performs
P136_3180,P136,Idina Menzel,orchestra,jazz,Idina Menzel performs,Jimmy McGriff,jazz,The genre played by Jimmy McGriff is
P136_3227,P136,Jimmy McGriff,jazz,opera,The genre played by Jimmy McGriff is,John LaBarbera,jazz,John LaBarbera is known for performing
P136_3233,P136,John LaBarbera,jazz,opera,John LaBarbera is known for performing,Allen Eager,jazz,What does Allen Eager play? They play
P136_3239,P136,Allen Eager,jazz,opera,What does Allen Eager play? They play,Lorin Maazel,opera,The genre played by Lorin Maazel is
P136_3255,P136,Lorin Maazel,opera,jazz,The genre played by Lorin Maazel is,World of Ice and Fire,fantasy,World of Ice and Fire plays
P136_3282,P136,World of Ice and Fire,fantasy,jazz,World of Ice and Fire plays,Hubert Laws,jazz,Hubert Laws performs
P136_3283,P136,Hubert Laws,jazz,opera,Hubert Laws performs,Magnus Lindgren,jazz,Magnus Lindgren performs
P136_3300,P136,Magnus Lindgren,jazz,opera,Magnus Lindgren performs,Fast Five,thriller,"Fast Five, who plays"
P136_3403,P136,Fast Five,thriller,jazz,"Fast Five, who plays",Gerald Veasley,jazz,Gerald Veasley performs
P136_3437,P136,Gerald Veasley,jazz,opera,Gerald Veasley performs,Ron Eschete,jazz,The genre played by Ron Eschete is
P136_3444,P136,Ron Eschete,jazz,opera,The genre played by Ron Eschete is,Hans Koller,jazz,Hans Koller plays
P136_3466,P136,Hans Koller,jazz,opera,Hans Koller plays,Nasenbluten,hardcore,What does Nasenbluten play? They play
P136_3511,P136,Nasenbluten,hardcore,jazz,What does Nasenbluten play? They play,Yerba Buena Jazz Band,jazz,"Yerba Buena Jazz Band, who plays"
P136_3556,P136,Yerba Buena Jazz Band,jazz,opera,"Yerba Buena Jazz Band, who plays",The Jazz Knights,jazz,What does The Jazz Knights play? They play
P136_3614,P136,The Jazz Knights,jazz,opera,What does The Jazz Knights play? They play,Paddy Milner,jazz,What does Paddy Milner play? They play
P136_3632,P136,Paddy Milner,jazz,opera,What does Paddy Milner play? They play,Future Man,jazz,What does Future Man play? They play
P136_3653,P136,Future Man,jazz,opera,What does Future Man play? They play,Benny Golson,jazz,What does Benny Golson play? They play
P136_3655,P136,Benny Golson,jazz,opera,What does Benny Golson play? They play,Abhorsen,fantasy,What does Abhorsen play? They play
P136_3661,P136,Abhorsen,fantasy,jazz,What does Abhorsen play? They play,Katherine Jenkins,opera,"Katherine Jenkins, who plays"
P136_3687,P136,Katherine Jenkins,opera,jazz,"Katherine Jenkins, who plays",Johannes Eick,jazz,What does Johannes Eick play? They play
P136_3774,P136,Johannes Eick,jazz,opera,What does Johannes Eick play? They play,Jan Johnston,trance,The genre played by Jan Johnston is
P136_3874,P136,Jan Johnston,trance,jazz,The genre played by Jan Johnston is,Jesse Davis,jazz,Jesse Davis plays
P136_3901,P136,Jesse Davis,jazz,opera,Jesse Davis plays,Peter Benoit,opera,Peter Benoit is known for performing
P136_3927,P136,Peter Benoit,opera,jazz,Peter Benoit is known for performing,704 Hauser,sitcom,704 Hauser plays
P136_3929,P136,704 Hauser,sitcom,jazz,704 Hauser plays,Edward Solomon,opera,The genre played by Edward Solomon is
P136_3943,P136,Edward Solomon,opera,jazz,The genre played by Edward Solomon is,The Bays,jazz,The Bays plays
P136_3944,P136,The Bays,jazz,opera,The Bays plays,Fraser MacPherson,jazz,The genre played by Fraser MacPherson is
P136_3958,P136,Fraser MacPherson,jazz,opera,The genre played by Fraser MacPherson is,Young-Holt Unlimited,jazz,Young-Holt Unlimited performs
P136_3962,P136,Young-Holt Unlimited,jazz,opera,Young-Holt Unlimited performs,Ed Greenwood,fantasy,"Ed Greenwood, who plays"
P136_3963,P136,Ed Greenwood,fantasy,jazz,"Ed Greenwood, who plays",Jimmy Raney,jazz,"Jimmy Raney, who plays"
P136_3972,P136,Jimmy Raney,jazz,opera,"Jimmy Raney, who plays",Night Ark,jazz,Night Ark is known for performing
P136_3981,P136,Night Ark,jazz,opera,Night Ark is known for performing,Michael Parsberg,trance,Michael Parsberg is known for performing
P136_3995,P136,Michael Parsberg,trance,jazz,Michael Parsberg is known for performing,Till Death...,sitcom,Till Death... is known for performing
P136_3997,P136,Till Death...,sitcom,jazz,Till Death... is known for performing,Double-Time Records,jazz,Double-Time Records is known for performing
P136_4001,P136,Double-Time Records,jazz,opera,Double-Time Records is known for performing,Dial M for Murder,thriller,Dial M for Murder performs
P136_4008,P136,Dial M for Murder,thriller,jazz,Dial M for Murder performs,The Peacemaker,thriller,The Peacemaker performs
P136_4051,P136,The Peacemaker,thriller,jazz,The Peacemaker performs,Orest Kiprensky,portrait,Orest Kiprensky plays
P136_4052,P136,Orest Kiprensky,portrait,jazz,Orest Kiprensky plays,Sonny Boy Williamson I,blues,Sonny Boy Williamson I is known for performing
P136_4083,P136,Sonny Boy Williamson I,blues,jazz,Sonny Boy Williamson I is known for performing,Dave Samuels,jazz,Dave Samuels plays
P136_4124,P136,Dave Samuels,jazz,opera,Dave Samuels plays,Marcus Rojas,jazz,The genre played by Marcus Rojas is
P136_4127,P136,Marcus Rojas,jazz,opera,The genre played by Marcus Rojas is,Allan Ganley,jazz,The genre played by Allan Ganley is
P136_4140,P136,Allan Ganley,jazz,opera,The genre played by Allan Ganley is,Bendik Hofseth,jazz,Bendik Hofseth plays
P136_4143,P136,Bendik Hofseth,jazz,opera,Bendik Hofseth plays,Friedrich Gulda,jazz,Friedrich Gulda plays
P136_4211,P136,Friedrich Gulda,jazz,opera,Friedrich Gulda plays,Armen Donelian,jazz,What does Armen Donelian play? They play
P136_4252,P136,Armen Donelian,jazz,opera,What does Armen Donelian play? They play,Acker Bilk,jazz,Acker Bilk performs
P136_4254,P136,Acker Bilk,jazz,opera,Acker Bilk performs,The Dustbinmen,sitcom,The genre played by The Dustbinmen is
P136_4335,P136,The Dustbinmen,sitcom,jazz,The genre played by The Dustbinmen is,Gary Unmarried,sitcom,The genre played by Gary Unmarried is
P136_4347,P136,Gary Unmarried,sitcom,jazz,The genre played by Gary Unmarried is,Orpheus Music,jazz,"Orpheus Music, who plays"
P136_4354,P136,Orpheus Music,jazz,opera,"Orpheus Music, who plays",June Christy,jazz,"June Christy, who plays"
P136_4410,P136,June Christy,jazz,opera,"June Christy, who plays",Wolfgang Muthspiel,jazz,The genre played by Wolfgang Muthspiel is
P136_4420,P136,Wolfgang Muthspiel,jazz,opera,The genre played by Wolfgang Muthspiel is,Darryl Jones,jazz,What does Darryl Jones play? They play
P136_4507,P136,Darryl Jones,jazz,opera,What does Darryl Jones play? They play,Cadet Records,jazz,Cadet Records is known for performing
P136_4541,P136,Cadet Records,jazz,opera,Cadet Records is known for performing,The Flintstones,sitcom,The Flintstones plays
P136_4592,P136,The Flintstones,sitcom,jazz,The Flintstones plays,The Squadronaires,jazz,The Squadronaires performs
P136_4644,P136,The Squadronaires,jazz,opera,The Squadronaires performs,Larry Ridley,jazz,"Larry Ridley, who plays"
P136_4698,P136,Larry Ridley,jazz,opera,"Larry Ridley, who plays",Rainforest Band,jazz,Rainforest Band is known for performing
P136_4772,P136,Rainforest Band,jazz,opera,Rainforest Band is known for performing,Leon Breeden,jazz,Leon Breeden performs
P136_4821,P136,Leon Breeden,jazz,opera,Leon Breeden performs,Pattie Brooks,disco,Pattie Brooks performs
P136_4880,P136,Pattie Brooks,disco,jazz,Pattie Brooks performs,Joey Baron,jazz,Joey Baron performs
P136_4898,P136,Joey Baron,jazz,opera,Joey Baron performs,Sherrill Milnes,opera,What does Sherrill Milnes play? They play
P136_4935,P136,Sherrill Milnes,opera,jazz,What does Sherrill Milnes play? They play,Bryn Terfel,opera,Bryn Terfel performs
P136_4937,P136,Bryn Terfel,opera,jazz,Bryn Terfel performs,The Alzheimer Case,thriller,The Alzheimer Case performs
P136_4956,P136,The Alzheimer Case,thriller,jazz,The Alzheimer Case performs,Going Straight,sitcom,Going Straight is known for performing
P136_4996,P136,Going Straight,sitcom,jazz,Going Straight is known for performing,Antonio Paoli,opera,Antonio Paoli performs
P136_5038,P136,Antonio Paoli,opera,jazz,Antonio Paoli performs,We Are All Legends,fantasy,We Are All Legends performs
P136_5100,P136,We Are All Legends,fantasy,jazz,We Are All Legends performs,Peanuts Holland,jazz,"Peanuts Holland, who plays"
P136_5107,P136,Peanuts Holland,jazz,opera,"Peanuts Holland, who plays",So Haunt Me,sitcom,The genre played by So Haunt Me is
P136_5147,P136,So Haunt Me,sitcom,jazz,The genre played by So Haunt Me is,Svend Asmussen,jazz,Svend Asmussen is known for performing
P136_5165,P136,Svend Asmussen,jazz,opera,Svend Asmussen is known for performing,The Book Group,sitcom,What does The Book Group play? They play
P136_5183,P136,The Book Group,sitcom,jazz,What does The Book Group play? They play,Fred Thelonious Baker,jazz,Fred Thelonious Baker performs
P136_5192,P136,Fred Thelonious Baker,jazz,opera,Fred Thelonious Baker performs,Kyau & Albert,trance,Kyau & Albert performs
P136_5254,P136,Kyau & Albert,trance,jazz,Kyau & Albert performs,Doc Severinsen,jazz,What does Doc Severinsen play? They play
P136_5256,P136,Doc Severinsen,jazz,opera,What does Doc Severinsen play? They play,HighNote Records,jazz,HighNote Records performs
P136_5297,P136,HighNote Records,jazz,opera,HighNote Records performs,Ron Affif,jazz,Ron Affif is known for performing
P136_5306,P136,Ron Affif,jazz,opera,Ron Affif is known for performing,Donald Byrd,jazz,The genre played by Donald Byrd is
P136_5406,P136,Donald Byrd,jazz,opera,The genre played by Donald Byrd is,Geminiano Giacomelli,opera,"Geminiano Giacomelli, who plays"
P136_5416,P136,Geminiano Giacomelli,opera,jazz,"Geminiano Giacomelli, who plays",Theodosii Spassov,jazz,The genre played by Theodosii Spassov is
P136_5441,P136,Theodosii Spassov,jazz,opera,The genre played by Theodosii Spassov is,Helge Schneider,jazz,"Helge Schneider, who plays"
P136_5445,P136,Helge Schneider,jazz,opera,"Helge Schneider, who plays",Bob Rusch,jazz,Bob Rusch plays
P136_5477,P136,Bob Rusch,jazz,opera,Bob Rusch plays,Stephen Storace,opera,"Stephen Storace, who plays"
P136_5534,P136,Stephen Storace,opera,jazz,"Stephen Storace, who plays",Mocean Worker,jazz,What does Mocean Worker play? They play
P136_5562,P136,Mocean Worker,jazz,opera,What does Mocean Worker play? They play,Zutty Singleton,jazz,The genre played by Zutty Singleton is
